"구분(1)",구분(2),2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021
"구분(1)",구분(2),건물내 노후 수도관 교체 지원,건물내 노후 수도관 교체 지원,건물내 노후 수도관 교체 지원,건물내 노후 수도관 교체 지원,건물내 노후 수도관 세척(녹제거) 지원,건물내 노후 수도관 세척(녹제거) 지원,건물내 노후 수도관 세척(녹제거) 지원,건물내 노후 수도관 세척(녹제거) 지원,가정 내 무료 수질검사,가정 내 무료 수질검사,가정 내 무료 수질검사,가정 내 무료 수질검사,연1회 수돗물품질보고서 제공,연1회 수돗물품질보고서 제공,연1회 수돗물품질보고서 제공,연1회 수돗물품질보고서 제공,취약계층 수도요금 감면,취약계층 수도요금 감면,취약계층 수도요금 감면,취약계층 수도요금 감면
"구분(1)",구분(2),인지도,인지도,이용경험,이용경험,인지도,인지도,이용경험,이용경험,인지도,인지도,이용경험,이용경험,인지도,인지도,이용경험,이용경험,인지도,인지도,이용경험,이용경험
"구분(1)",구분(2),모른다,안다,있다,없다,모른다,안다,있다,없다,모른다,안다,있다,없다,모른다,안다,있다,없다,모른다,안다,있다,없다
"지역",전라북도 남원시,96.8,3.2,11.3,88.7,98.5,1.5,0.0,100.0,98.1,1.9,0.0,100.0,98.5,1.5,32.0,68.0,30.4,69.6,7.6,92.4
"지역",전라북도 김제시,95.8,4.2,17.2,82.8,97.3,2.7,22.4,77.6,97.7,2.3,0.0,100.0,98.6,1.4,0.0,100.0,77.5,22.5,20.5,79.5
"지역",전라북도 완주군,96.2,3.8,0.0,100.0,96.5,3.5,0.0,100.0,99.3,0.7,0.0,100.0,99.2,0.8,0.0,100.0,95.3,4.7,0.0,100.0
"지역",전라북도 진안군,90.4,9.6,22.7,77.3,95.0,5.0,15.3,84.7,90.2,9.8,19.3,80.7,95.2,4.8,29.5,70.5,76.4,23.6,10.3,89.7
"지역",전라북도 무주군,92.9,7.1,9.1,90.9,94.1,5.9,7.5,92.5,94.3,5.7,10.0,90.0,95.7,4.3,41.1,58.9,78.6,21.4,16.2,83.8
"지역",전라북도 장수군,84.2,15.8,0.0,100.0,87.8,12.2,0.0,100.0,87.2,12.8,0.0,100.0,91.6,8.4,0.0,100.0,87.8,12.2,0.0,100.0
"지역",전라북도 임실군,88.4,11.6,0.0,100.0,91.1,8.9,0.0,100.0,93.0,7.0,0.0,100.0,96.5,3.5,0.0,100.0,73.3,26.7,6.1,93.9
"지역",전라북도 순창군,83.1,16.9,0.0,100.0,85.6,14.4,0.0,100.0,83.1,16.9,0.0,100.0,85.0,15.0,0.0,100.0,62.5,37.5,3.5,96.5
"지역",전라북도 고창군,73.3,26.7,0.8,99.2,72.5,27.5,0.0,100.0,89.0,11.0,0.0,100.0,93.8,6.2,0.0,100.0,50.2,49.8,7.8,92.2
"지역",전라북도 부안군,96.1,3.9,37.0,63.0,98.1,1.9,46.9,53.1,97.1,2.9,30.5,69.5,95.7,4.3,34.9,65.1,84.5,15.5,24.0,76.0
"지역",전라남도 목포시,96.5,3.5,0.0,100.0,96.8,3.2,0.0,100.0,97.1,2.9,0.0,100.0,97.1,2.9,19.5,80.5,83.6,16.4,13.5,86.5
"지역",전라남도 여수시,96.2,3.8,22.2,77.8,96.6,3.4,19.0,81.0,98.4,1.6,0.0,100.0,98.9,1.1,0.0,100.0,88.6,11.4,22.4,77.6
"지역",전라남도 순천시,90.0,10.0,19.6,80.4,93.3,6.7,22.7,77.3,93.7,6.3,15.5,84.5,94.8,5.2,13.2,86.8,67.5,32.5,8.6,91.4
"지역",전라남도 나주시,65.0,35.0,94.5,5.5,65.3,34.7,94.5,5.5,50.2,49.8,90.7,9.3,58.3,41.7,92.6,7.4,47.2,52.8,9.9,90.1
"지역",전라남도 광양시,88.2,11.8,14.2,85.8,91.8,8.2,3.5,96.5,93.7,6.3,4.6,95.4,97.0,3.0,9.6,90.4,56.3,43.7,3.7,96.3
"지역",전라남도 담양군,95.5,4.5,31.5,68.5,94.8,5.2,0.0,100.0,96.3,3.7,12.3,87.7,99.0,1.0,39.2,60.8,44.3,55.7,3.3,96.7
"지역",전라남도 곡성군,92.8,7.2,38.6,61.4,94.4,5.6,4.9,95.1,95.4,4.6,6.0,94.0,95.4,4.6,6.0,94.0,88.2,11.8,3.4,96.6
"지역",전라남도 구례군,95.0,5.0,6.7,93.3,97.3,2.7,8.0,92.0,96.1,3.9,25.7,74.3,92.2,7.8,31.5,68.5,79.7,20.3,11.7,88.3
"지역",전라남도 고흥군,76.0,24.0,75.3,24.7,91.5,8.5,46.3,53.7,95.9,4.1,0.0,100.0,96.4,3.6,0.0,100.0,77.0,23.0,6.7,93.3
"지역",전라남도 보성군,98.1,1.9,8.5,91.5,98.6,1.4,0.0,100.0,98.4,1.6,0.0,100.0,98.6,1.4,0.0,100.0,88.7,11.3,4.3,95.7
"지역",전라남도 화순군,96.5,3.5,13.3,86.7,97.2,2.8,7.6,92.4,97.6,2.4,28.3,71.7,97.8,2.2,21.3,78.7,84.6,15.4,34.6,65.4
"지역",전라남도 장흥군,94.2,5.8,3.9,96.1,95.7,4.3,7.8,92.2,93.4,6.6,15.2,84.8,97.9,2.1,13.3,86.7,80.6,19.4,15.5,84.5
"지역",전라남도 강진군,94.2,5.8,0.0,100.0,94.5,5.5,0.0,100.0,97.1,2.9,0.0,100.0,97.5,2.5,12.4,87.6,84.9,15.1,29.0,71.0
"지역",전라남도 해남군,95.2,4.8,10.0,90.0,95.0,5.0,9.6,90.4,94.4,5.6,19.8,80.2,96.3,3.7,0.0,100.0,78.6,21.4,6.6,93.4
"지역",전라남도 영암군,92.2,7.8,6.5,93.5,95.5,4.5,5.7,94.3,91.1,8.9,2.9,97.1,96.8,3.2,24.9,75.1,98.0,2.0,0.0,100.0
"지역",전라남도 무안군,91.7,8.3,2.7,97.3,93.2,6.8,0.0,100.0,94.1,5.9,19.8,80.2,98.0,2.0,0.0,100.0,85.6,14.4,6.8,93.2
"지역",전라남도 함평군,95.6,4.4,4.7,95.3,95.4,4.6,13.7,86.3,78.3,21.7,47.7,52.3,95.8,4.2,0.0,100.0,69.1,30.9,9.5,90.5
"지역",전라남도 영광군,97.9,2.1,0.0,100.0,96.3,3.7,35.9,64.1,95.7,4.3,3.7,96.3,97.7,2.3,6.9,93.1,88.4,11.6,9.9,90.1
"지역",전라남도 장성군,93.4,6.6,10.1,89.9,94.1,5.9,0.0,100.0,93.8,6.2,8.7,91.3,95.7,4.3,5.5,94.5,68.8,31.2,3.1,96.9
"지역",전라남도 완도군,97.6,2.4,0.0,100.0,98.2,1.8,0.0,100.0,83.9,16.1,21.5,78.5,98.4,1.6,0.0,100.0,76.0,24.0,5.1,94.9
"지역",전라남도 진도군,99.0,1.0,0.0,100.0,100.0,0.0,-,-,100.0,0.0,-,-,100.0,0.0,-,-,93.3,6.7,0.0,100.0
